name,registration_code,vat,address,phone,email,website,manager,company_type,status,registration_date,share_capital,employees,activities,description,url
"Vilterra, UAB",,,"Vytauto pr. 32, LT-44328 Kaunas",,,,,,,,,,furniture production materials; building materials; export; freight forwarding; logistics services; transportation; warehouses; wholesale; wood and its products,"DescriptionVilterra Ltd. was founded in 2004. Its primary operations included wholesale trade wooden boards for construction and furniture manufacture.As the demand for wooden boards increased and the recognition of Vilterra Ltd. grew, the company became one of the main wooden board distributors in Lithuania...",https://rekvizitai.vz.lt/en/company/vilterra/
"UGMA, UAB",,,"Pergalės g. 39-2, Miklusėnų k., LT-62461 Alytaus r",,,,,,,,,,logistics services; cars; freight forwarding; mediation; transportation,,https://rekvizitai.vz.lt/en/company/ugma/
"BPA, UAB",,,"S. Daukanto g. 37, LT-92229 Klaipėda",,,,,,,,,,"water transport; customs services, customs; freight forwarding; logistics services; transportation",,https://rekvizitai.vz.lt/en/company/bpa/
"Tomegris, UAB",,,"Tikslo g. 10, Kumpiai, LT-54311 Kauno r",,,,,,,,,,logistics services; freight forwarding; transportation; warehouses,"UAB “Tomegris” – transport and logistics company that has been operating successfully in this market for more than two decades. We are trusted by some of the most well-recognized brands across Europe.PROVIDED SERVICES • Oversize and non-standard cargo transportation,• Partial and full truckload transport,• Freight...",https://rekvizitai.vz.lt/en/company/tomegris/
"Lauksas, UAB",,,"Raudondvario pl. 147-16, LT-47192 Kaunas",,,,,,,,,,logistics services; freight forwarding; transportation,"UAB ""Lauksas"" is a logistics, transportation, and freight forwarding services company, established to provide comprehensive solutions tailored to diverse client needs. We have accumulated long-term, invaluable experience that allows us to ensure the highest level of service quality and reliability.Company History...",https://rekvizitai.vz.lt/en/company/lauksas/
"LTF Group, UAB",,,"Nemenčinės pl. 4C-101, Vilnius",,,,,,,,,,wood and its products; firewood; manufacturing; transportation,"We have work experience on biofuel market since 2005. All of our production goes through a row of processing operations which are necessary to prepare firewood for use. We are pleased to offer you firewood for furnaces, fireplaces and just simple for the campfires. We collaborate with transport companies and have...",https://rekvizitai.vz.lt/en/company/uab_ltfirewood/
"Sandėliavimas, UAB",,,"Eigulių g. 2, LT-03150 Vilnius",,,,,,,,,,"warehouses; customs services, customs; transportation","Your reliable partner and warehouse in Vilnius, making storage and logistics simple and dependable!End-to-end warehouse solutions:• All customs procedures (import, export, transit)• Long-term and short-term storage• Labeling, packing, and repacking• 3PL services• Temperature-controlled storage• Production of custom...",https://rekvizitai.vz.lt/en/company/translogiversa/
GPA LOGISTIKA UAB,,,"Eigulių g. 2, LT-03150 Vilnius",,,,,,,,,,"transportation; air transport, aviation; logistics services; warehouses","GPA LOGISTIKA is a European logistics provider offering a comprehensive portfolio of transport and supply-chain solutions.With more than 100 own transport units, we ensure capacity availability, operational flexibility, and full control over service quality. We handle both regular and complex transport...",https://rekvizitai.vz.lt/en/company/gpa_logistika/
TRANSEYE UAB,,,"Logistikos g. 2, Sausių k., Trakų r",,,,,,,,,,transportation; logistics services; meat and meat products; warehouses,"UAB TRANSEYE – a specialist in temperature-controlled cargo logistics. We transport temperature-sensitive freight across the EU and the Baltic States. Temperature-controlled transport• International transport of goods requiring temperature control, perishable goods, food and non-food products, and other items that...",https://rekvizitai.vz.lt/en/company/transeye_uab/
"NORDNIX, UAB",,,"Šilutės pl. 9, LT-91109 Klaipėda",,,,,,,,,,warehouses; export; freight forwarding; logistics services,"JSC ""Nordnix"" is a Lithuanian-owned company providing cold and dry storage services in the center of Klaipeda city (referred to as ""Centre"") and Klaipeda port (referred to as ""Port""). Since its establishment in Lithuania in 1994, the company has been dedicated to serving clients and partners professionally. By the...",https://rekvizitai.vz.lt/en/company/nordnix/
"Licatrans, UAB",,,"Savanorių pr. 363B, LT-51480 Kaunas",,,,,,,,,,transportation; freight forwarding; logistics services,LICATRANS UAB TRANSPORTING THE FOLLOWING TYPE OF CARGOES: LIQUID AND POWDERY CARGOES BY TANK TRUCKS IN ALL COUNTRIES OF EUROPE DIFFERENT CARGOES BY MULTIMODAL TRANSPORTATION AUTO TRANSPORT PRE-PACKED LOADS BY TILT TRAILERS AND REFRIGERATORS BETWEEN WESTERN EUROPEAN COUNTRIES JSC LICATRANS successfully transporting...,https://rekvizitai.vz.lt/en/company/licatrans_uab/
Vytauto Krištopaičio individuali įmonė,,,"Ventos g. 154A, Kuršėnai, LT-81171 Šiaulių r",,,,,,,,,,transportation; clothing; food stores; footwear,"The company started operations in 1998 and works in three areas: transport and logistics services, retail and wholesale food, retail and wholesale clothing and footwear.With 27 years of successful business experience, we can offer our partners high quality local and international transportation services. We are...",https://rekvizitai.vz.lt/en/company/vkii/
"GTV Logistics, UAB",,,"Marijonų g. 39-1, Panevėžys",,,,,,,,,,transportation; car transportation; freight forwarding; logistics services,"GTV Logistics UAB is a European leader in the transport of used vehicles. GTV Logistics UAB offers exclusive (whole-broken), roadworthy transport of cars, buses, tractors, lawnmowers, motorcycles and used car parts from the United Kingdom to Lithuania, Latvia, Estonia, Ukraine and the Netherlands. This is a company...",https://rekvizitai.vz.lt/en/company/gtv_logistics/
"ALTO LT, MB",,,"Jurgiškių g. 45-20, LT-63152 Alytus",,,,,,,,,,freight forwarding; logistics services; transportation,"Freight Forwarding Company MB ALTO LT MB ALTO LT is a modern and dynamic freight forwarding company based in Lithuania. The company specializes in international transportation, offering high-quality logistics solutions. Our goal is to ensure fast, safe, and reliable delivery of goods, meeting all customer needs...",https://rekvizitai.vz.lt/en/company/alto_lt/
"Envia Group, UAB",,,"Totorių g. 3, LT-44237 Kaunas",,,,,,,,,,"transportation; customs services, customs; freight forwarding; logistics services","Envia Group is a company providing forwarding services, specializing in land freight transportation with a modern fleet of trucks across Europe. Our team consists of experienced logistics and transportation specialists who share common values: responsibility, innovation, precision, and a focus on client needs. We...",https://rekvizitai.vz.lt/en/company/envia_group/
"Vlantana, UAB",,,"Dvaro g. 1, Gobergiškės k., LT-96173 Klaipėdos r",,,,,,,,,,logistics services; transportation; warehouses,The main activity of Vlantana UAB is international road freight transportation. We respect our clients with whom we have maintained excellent business relationships for more than twenty years. We gained experience and customers’ trust; many of them have become our partners today. We can say with confidence that...,https://rekvizitai.vz.lt/en/company/vlantana/
"HTF GROUP, UAB",,,"S. Daukanto g. 71-41, Ukmergė",,,,,,,,,,transportation; building services; consulting services; logistics services,"Provision of our servicesFreight transport by road: Partial loads; Full loads; Cargo consolidation; Dangerous goods; REF; Temperature Cargo Transportation (REF).The main activities of the organization are local and international transportation, customs brokerage; selection of optimal cargo transportation routes...",https://rekvizitai.vz.lt/en/company/htf_group/
"Seminga, UAB",,,"Vilniaus g. 40, Putiniškių k., LT-14200 Vilniaus r",,,,,,,,,,"consulting services; elevators, lifts; transportation; warehouses","Company SEMINGA is family business and has been trading used forklifts TOYOTA, SUMITOMO, NISSAN, MITSUBISHI, HYSTER, YALE, LINDE for 20 years. During this period company has brought good team and gained experience in trading forklifts and their technical service.UAB „SEMINGA“ also hires various specifications...",https://rekvizitai.vz.lt/en/company/seminga/
"Autosrautas, UAB",,,"Baltupio g. 85-1, Vilnius",,,,,,,,,,moving services; car rental; transportation,,https://rekvizitai.vz.lt/en/company/autosrautas_ii/
"Delamode Baltics, UAB",,,"Naugarduko g. 98, LT-03160 Vilnius",,,,,,,,,,"transportation; air transport, aviation; logistics services; moving services","Delamode Baltics – one of the biggest international freight forwarders in the Baltic States offering solutions that cater to specific needs and help add value to the logistics and supply chain of our clients.We have offices in Lithuania, Latvia and Estonia, from which we provide our customers with cost effective...",https://rekvizitai.vz.lt/en/company/uab_delamode_baltics/
UAB Juslina,,,"Dvaro g. 162, LT-76197 Šiauliai",,,,,,,,,,freight forwarding; logistics services; transportation,JSC Juslina started its activities in 1995 and until now successfully provides international cargo transportation services throughout Europe and Russia.,https://rekvizitai.vz.lt/en/company/juslina/
"VINGĖS TRANSSPHERE LOGISTIKA, UAB",,,"Logistikos g. 2, Sausių k., LT-21401 Trakų r",,,,,,,,,,"logistics services; customs services, customs; transportation; warehouses",UAB Vingės Transsphere Logistika (VTL) established in 2005. VTL belongs to the VINGĖS LOGISTIKOS GRUPĖ company consortium operating in the market for decades. The company’s activities have been targeted to a long-term development and growth in the field of logistics. Services provided in the logistics complex of...,https://rekvizitai.vz.lt/en/company/uab_vinges_transsphere_logistika/
"Manvesta, UAB",,,"P. Paulaičio g. 13B, LT-74111 Jurbarkas",,,,,,,,,,transportation; car transportation; freight forwarding; logistics services,"Manvesta, UAB is a company, established in 1997, with many years of experience in the field of transportation and logistics, and is one of the strongest and largest transport companies in this sector. The company provides all solutions for vehicle logistics to vehicle manufacturers and their representatives...",https://rekvizitai.vz.lt/en/company/manvesta/
Evatransport UAB,,,"Pikeliškės g. 43, Šiauliai",,,,,,,,,,transportation; car roadside assistance; emergency services; logistics services,"Transportation the oversize load
Emergency roadside assistance for cars and motocycles. Services Evakuators Cars, vehicle and motocycles transportation. Tractors transportation. Fuel delivery to the location. Changing the wheels on the road. Consultation technical questions. ADAC Lithuania services.",https://rekvizitai.vz.lt/en/company/uab_evatransport/
"UAB ""LINĖJA transport""",,,"Spaudos g. 7, LT-05131 Vilnius",,,,,,,,,,"transportation; freight forwarding; logistics services; truck sales, parts, service","Transport services:Full loadsPartial loadsOversized cargoBulk cargoThe main freight directions:LT – LTBaltic States – PL – Baltic StatesLT – Baltic States – LTBaltic States – Western Europe – Baltic StatesAbout us:We are purposefully expanding, innovative and impetuous, freight forwarding company. Since 2011...",https://rekvizitai.vz.lt/en/company/lineja_transport_vilnius/
"AD REM TRANSPORT, UAB",,,"Jurgio Dobkevičiaus g. 7, LT-02187 Vilnius",,,,,,,,,,freight forwarding; export; logistics services; transportation,"AD REM Group - one of the largest logistics, transport and warehousing group of companies in Lithuania.AD REM TRANSPORT maintains road, air and sea cargo transportation divisions.Competence assurance:• Lloyd's Register Quality Assurance approval to the following Quality Management System Standard: ISO 9001:2000...",https://rekvizitai.vz.lt/en/company/ad_rem_transport/
"Autonuoma.com, UAB",,,"Liepkalnio g. 2, LT-02103 Vilnius",,,,,,,,,,"transportation; car rental; tourism, travels, services",,https://rekvizitai.vz.lt/en/company/autonuoma_com/
"Kontineta, UAB",,,"Vėsos g. 3, LT-02236 Vilnius",,,,,,,,,,"machinery, equipment, rental; metal construction; transportation; warehouses",,https://rekvizitai.vz.lt/en/company/kontineta/
"Kraustymėlis.lt, MB",,,"Apolinaro Juozo Povilaičio g. 3-18, LT-04335 Vilnius",,,,,,,,,,moving services; transportation; warehouses,,https://rekvizitai.vz.lt/en/company/kraustymelis_lt/
"UAB ""LINĖJA transport""",,,"K. Donelaičio g. 60, B įėjimas, 301 kab., LT-44248 Kaunas",,,,,,,,,,"transportation; freight forwarding; logistics services; truck sales, parts, service","Transport services:Full loadsPartial loadsOversized cargoBulk cargoThe main freight directions:LT – LTBaltic States – PL – Baltic StatesLT – Baltic States – LTBaltic States – Western Europe – Baltic StatesAbout us:We are purposefully expanding, innovative and impetuous, freight forwarding company. Since 2011...",https://rekvizitai.vz.lt/en/company/lineja_transport_kaunas/
"Omniva LT, UAB",,,"Savanorių pr. 5-1, LT-03116 Vilnius",,,,,,,,,,mail services; logistics services; transportation,OMNIVA is a group of parcel shipment companies operating in the Baltic states. We have been delivering joy to the people of Lithuania every day since 2014. UAB Omniva LT is part of the Estonian postal service AS Eesti Post. OMNIVA operates the largest network of parcel machines in Lithuania. Among Lithuanians...,https://rekvizitai.vz.lt/en/company/omniva_lt/
